#Nouvelle version: FWS_S7_20_v2 12056;;;;;;;;;;
#Ancienne version: FWS_S7_10_STD 12041;;;;;;;;;;
#Date: 04/12/20;;;;;;;;;;
#Begin;;;;;;;;;;
#NODE;STS_NODE;FAULT_CODE;STR_MON_NAME;STR_MON_TYPE;CST_NAME;STS_CST;TYPE;SUBTYPE;LIBELLE_1;LIBELLE_2
N_24_61_010;U;2461W010;AL_24_61_010_05;STR_MSG;PR24_MIN_LIMITED_RNP_030;U;PRIMARY;LEVEL_2;--MINIMUM LIMITED TO RNP 0.30;++MINIMUM LIMITED TO RNP 0.30
N_24_61_010;U;2461W010;AL_24_61_010_06;STR_MSG;PR24_SPD_BRK_DO_NOT_USE;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_07;STR_MSG;PR24_MAX_SPEED_190_KT;U;PRIMARY;LEVEL_2;--MAX SPEED : 190 KT;++MAX SPEED : 190 KT
N_24_61_010;U;2461W010;AL_24_61_010_08;STR_MSG;PR24_MAX_SPEED_250_KT;U;PRIMARY;LEVEL_2;--MAX SPEED : 250 KT;++MAX SPEED : 250 KT
N_24_61_010;U;2461W010;AL_24_61_010_09;STR_MSG;PR24_MAX_SPEED_260_KT;U;PRIMARY;LEVEL_2;--MAX SPEED : 260 KT;++MAX SPEED : 260 KT
N_24_61_010;U;2461W010;AL_24_61_010_10;STR_MSG;PR24_MAX_FL_250;U;PRIMARY;LEVEL_2;--MAX FL : 250/MEA-MORA;++MAX FL : 250/MEA-MORA
N_24_61_010;U;2461W010;AL_24_61_010_11;STR_MSG;PR24_PITCH_TRIM_STILL_AVAIL;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_12;STR_MSG;PR24_NO_VOICE_COM_AVAIL;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_13;STR_MSG;PR24_SATCOM_DATALINK_AVAIL;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_14;STR_MSG;PR24_NO_COM_AVAIL;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_15;STR_MSG;PR24_ATC_COM_VOICE_ONLY;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_16;STR_MSG;PR24_CPNY_COM_VOICE_ONLY;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_17;STR_MSG;PR24_CAPT_SIDESTICK_NOT_AVAIL;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_18;STR_MSG;PR24_RUD_PEDALS_LOCK_NOT_AVAIL;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_19;STR_MSG;PR24_JETTISON_ACTIVE_OFF;U;PRIMARY;LEVEL_2;  JETTISON ACTIVE ....................OFF;  JETTISON ACTIVE OFF
N_24_61_010;U;2461W010;AL_24_61_010_20;STR_MSG;PR24_JETTISON_ARM_OFF;U;PRIMARY;LEVEL_2;  JETTISON ARM .......................OFF;  JETTISON ARM OFF
N_24_61_010;U;2461W010;AL_24_61_010_21;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_010;U;2461W010;AL_24_61_010_22;STR_MSG;PR24_FUEL_LEAK_SUSPECTED;U;PRIMARY;LEVEL_2; ?  FUEL LEAK SUSPECTED ?; ?  FUEL LEAK SUSPECTED ?
N_24_61_010;U;2461W010;AL_24_61_010_23;STR_MSG;PRXX_2CMD_YES;U;PRIMARY;LEVEL_2;  --YES...     <empty box> NO...;  ++YES        <empty box> NO...
N_24_61_010;U;2461W010;AL_24_61_010_24;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_010;U;2461W010;AL_24_61_010_25;STR_MSG;PR24_3FUEL_LEAK_PROC_APPLY;U;PRIMARY;LEVEL_2;   --FUEL LEAK PROC ................APPLY;   ++FUEL LEAK PROC : APPLY
N_24_61_010;U;2461W010;AL_24_61_010_26;STR_MSG;PRXX_2CMD_NO;U;PRIMARY;LEVEL_2;  <empty box> YES...     <empty box> NO...;  <empty box> YES...     <check box> NO
N_24_61_010;U;2461W010;AL_24_61_010_27;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_010;U;2461W010;AL_24_61_010_28;STR_MSG;PR24_3CROSSFEED_A_ON;U;PRIMARY;LEVEL_2;     CROSSFEED A ......................ON;     CROSSFEED A ON
N_24_61_010;U;2461W010;AL_24_61_010_29;STR_MSG;PR24_3CROSSFEED_B_ON;U;PRIMARY;LEVEL_2;     CROSSFEED B ......................ON;     CROSSFEED B ON
N_24_61_010;U;2461W010;AL_24_61_010_30;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_010;U;2461W010;AL_24_61_010_31;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_010;U;2461W010;AL_24_61_010_32;STR_MSG;PR24_AS_CTR_TK_EMPTY;U;PRIMARY;LEVEL_2;            WHEN CTR TK EMPTY;             AS CTR TK EMPTY
N_24_61_010;U;2461W010;AL_24_61_010_33;STR_MSG;PR24_CROSSFEED_A_OFF;U;PRIMARY;LEVEL_2;  CROSSFEED A ........................OFF;  CROSSFEED A OFF
N_24_61_010;U;2461W010;AL_24_61_010_34;STR_MSG;PR24_CROSSFEED_B_OFF;U;PRIMARY;LEVEL_2;  CROSSFEED B ........................OFF;  CROSSFEED B OFF
N_24_61_010;U;2461W010;AL_24_61_010_35;STR_MSG;PRXX_IL_IFSENSED;U;PRIMARY;LEVEL_2; ;
N_24_61_010;U;2461W010;AL_24_61_010_36;STR_MSG;PR24_DISPLAY_CYCLE_OIS_ON_CTR;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_37;STR_MSG;PR24_DISPLAY_CYCLE_AS_RQRD;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_38;STR_MSG;PR24_EFB_LAPTOP_UNSTOW_CSDR;U;PRIMARY;LEVEL_2;--EFB LAPTOP UNSTOW .............CONSIDER;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_39;STR_MSG;PR24_CKPT_DOOR_LOCK_NOT_AVAIL;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_40;STR_MSG;PR24_FUEL_CONSUMPT_INCSD;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_41;STR_MSG;PR24_FMS_FUEL_PRED_UNRELIABLE;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_42;STR_MSG;PR24_FMS_FUEL_PRED_PENALTY_IA15;U;PRIMARY;LEVEL_2;               FMS FUEL PENALTY INSERTION;               FMS FUEL PENALTY INSERTION
N_24_61_010;U;2461W010;AL_24_61_010_43;STR_MSG;PR24_EXPECT_FUEL_PENALTY_VAR;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_44;STR_MSG;PR24_FLAPS_SLOW;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_45;STR_MSG;PR24_FOR_LDG_FLAP_LVR_3;U;PRIMARY;LEVEL_2;--FOR LDG : FLAP LVR 3;++FOR LDG : FLAP LVR 3
N_24_61_010;U;2461W010;AL_24_61_010_46;STR_MSG;PR24_GA_TOGA_ONLY;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_47;STR_MSG;PR24_LDG_DIST_AFFECTED;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461W010;AL_24_61_010_48;STR_MSG;PR24_LDG_PERF_AFFECTED;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_010;U;2461H011;DA01_24_61_010;STR_ALERTE;FWDA_24_61_011;M;DA_ITEM;NO_SUBTYPE; ;
N_24_61_010;U;2461H011;DA01_24_61_010_01;STR_TITLE;TL24_ELEC_DC1_FAULT;U;DA_ITEM;NO_SUBTYPE;ELEC DC 1 BUS FAULT;
N_24_61_010;U;2461H011;DA01_24_61_010_02;STR_MSG;DA24_ELEC_BUSBAR;U;DA_ITEM;NO_SUBTYPE; > ELEC BUSBAR;
N_24_61_010;U;23512100;IN01_24_61_010;STR_ALERTE;FWIN_SATCOM_DATALINK_AVAIL;M;INFO;NO_SUBTYPE; ;
N_24_61_010;U;23512100;IN01_24_61_010_01;STR_MSG;IN24_SATCOM_DATALINK_AVAIL;U;INFO;NO_SUBTYPE;SATCOM DATALINK AVAIL;
N_24_61_010;U;24612010;IN02_24_61_010;STR_ALERTE;FWIN_CAPT_SIDESTICK_NOT_AVAIL;U;INFO;NO_SUBTYPE; ;
N_24_61_010;U;24612010;IN02_24_61_010_01;STR_MSG;IN24_CAPT_SIDESTICK_NOT_AVAIL;U;INFO;NO_SUBTYPE;CAPT SIDESTICK LOCKING DEVICE NOT AVAIL;
N_24_61_010;U;24612011;IN03_24_61_010;STR_ALERTE;FWIN_RUD_PEDALS_LOCK_NOT_AVAIL;U;INFO;NO_SUBTYPE; ;
N_24_61_010;U;24612011;IN03_24_61_010_01;STR_MSG;IN24_RUD_PEDALS_LOCK_NOT_AVAIL;U;INFO;NO_SUBTYPE;RUDDER PEDALS LOCKING DEVICE NOT AVAIL;
N_24_61_010;U;78306220;LM01_24_61_010;STR_ALERTE;FWLM_MAX_SPD;U;LIMITATION;ALL_PHASE; ;
N_24_61_010;U;78306220;LM01_24_61_010_01;STR_MSG;LM24_MAX_SPEED_190_KT;U;LIMITATION;ALL_PHASE;MAX SPEED : 190 KT;MAX SPEED : 190 KT
N_24_61_010;U;78306220;LM01_24_61_010_02;STR_MSG;LM24_MAX_SPEED_250_KT;U;LIMITATION;ALL_PHASE;MAX SPEED : 250 KT;MAX SPEED : 250 KT
N_24_61_010;U;78306220;LM01_24_61_010_03;STR_MSG;LM24_MAX_SPEED_260_KT;U;LIMITATION;ALL_PHASE;MAX SPEED : 260 KT;MAX SPEED : 260 KT
N_24_61_010;U;27936010;LM02_24_61_010;STR_ALERTE;FWLM_SPD_BRK_D_N_USE;U;LIMITATION;ALL_PHASE; ;
N_24_61_010;U;27936010;LM02_24_61_010_01;STR_MSG;LM24_SPD_BRK_DO_NOT_USE;U;LIMITATION;ALL_PHASE;SPD BRK : DO NOT USE;SPD BRK : DO NOT USE
N_24_61_010;U;21266050;LM03_24_61_010;STR_ALERTE;FWLM_MAX_FL;U;LIMITATION;ALL_PHASE; ;
N_24_61_010;U;21266050;LM03_24_61_010_01;STR_MSG;LM24_MAX_FL_250;U;LIMITATION;ALL_PHASE;MAX FL: 250/MEA-MORA;MAX FL: 250/MEA-MORA
N_24_61_010;U;23216010;LM04_24_61_010;STR_ALERTE;FWLM_ATC_COM_VOICE_ONLY;U;LIMITATION;ALL_PHASE; ;
N_24_61_010;U;23216010;LM04_24_61_010_01;STR_MSG;LM24_ATC_COM_VOICE_ONLY;U;LIMITATION;ALL_PHASE;ATC COM VOICE ONLY;
N_24_61_010;U;23216011;LM05_24_61_010;STR_ALERTE;FWLM_CPNY_COM_VOICE_ONLY;U;LIMITATION;ALL_PHASE; ;
N_24_61_010;U;23216011;LM05_24_61_010_01;STR_MSG;LM24_CPNY_COM_VOICE_ONLY;U;LIMITATION;ALL_PHASE;CPNY COM VOICE ONLY;
N_24_61_010;U;27506031;LM06_24_61_010;STR_ALERTE;FWLM_FLAPS_SLOW;U;LIMITATION;APPR_AND_LDG; ;
N_24_61_010;U;27506031;LM06_24_61_010_01;STR_MSG;LM24_FLAPS_SLOW;U;LIMITATION;APPR_AND_LDG;FLAPS SLOW;
N_24_61_010;U;27506040;LM07_24_61_010;STR_ALERTE;FWLM_FOR_LDG_USE_FLAP_X;U;LIMITATION;APPR_AND_LDG; ;
N_24_61_010;U;27506040;LM07_24_61_010_01;STR_MSG;LM24_FOR_LDG_FLAP_LVR_3;U;LIMITATION;APPR_AND_LDG;FOR LDG : FLAP LVR 3;
N_24_61_010;U;27506030;LM08_24_61_010;STR_ALERTE;FWLM_LDG_COMPUTE;U;LIMITATION;APPR_AND_LDG; ;
N_24_61_010;U;27506030;LM08_24_61_010_01;STR_MSG;LM24_LDG_DIST_AFFECTED;U;LIMITATION;APPR_AND_LDG;LDG DIST AFFECTED;
N_24_61_010;U;27506030;LM08_24_61_010_02;STR_MSG;LM24_LDG_PERF_AFFECTED;U;LIMITATION;APPR_AND_LDG;LDG PERF AFFECTED;
N_24_61_010;U;23126101;LM09_24_61_010;STR_ALERTE;FWLM_NO_VOICE_COM_AVAIL;U;LIMITATION;ALL_PHASE; ;
N_24_61_010;U;23126101;LM09_24_61_010_01;STR_MSG;LM24_NO_VOICE_COM_AVAIL;U;LIMITATION;ALL_PHASE;NO VOICE COM AVAIL;
N_24_61_010;U;23126100;LM10_24_61_010;STR_ALERTE;FWLM_NO_COM_AVAIL;U;LIMITATION;ALL_PHASE; ;
N_24_61_010;U;23126100;LM10_24_61_010_01;STR_MSG;LM24_NO_COM_AVAIL;U;LIMITATION;ALL_PHASE;NO COM AVAIL;
N_24_61_010;U;27506500;LM11_24_61_010;STR_ALERTE;FWLM_FUEL_CONSUMPT_INCR;U;LIMITATION;ALL_PHASE; ;
N_24_61_010;U;27506500;LM11_24_61_010_01;STR_MSG;LM24_FUEL_CONSUMPT_INCSD;U;LIMITATION;ALL_PHASE;FUEL CONSUMPT INCRSD;
N_24_61_010;U;24615010;LP01_24_61_010;STR_ALERTE;FWLP_24_61_010;U;LDG_PERFO;NO_SUBTYPE; ;
N_24_61_010;U;24615010;LP01_24_61_010_01;STR_MSG;LP24_ELEC_DC_1_FAULT;U;LDG_PERFO;NO_SUBTYPE;ELEC DC 1 BUS FAULT;
N_24_61_020;U;2461W020;AL_24_61_020;STR_ALERTE;FWAL_24_61_020;U;PRIMARY;LEVEL_2; ;
N_24_61_020;U;2461W020;AL_24_61_020_01;STR_TITLE;TL24_ELEC_DC2_FAULT;U;PRIMARY;LEVEL_2;ELEC DC 2 BUS FAULT;
N_24_61_020;U;2461W020;AL_24_61_020_02;STR_MSG;PR24_RNP_AR_DOWNGRADED;U;PRIMARY;LEVEL_2;     RNP AR CAPABILITY DOWNGRADED;
N_24_61_020;U;2461W020;AL_24_61_020_03;STR_MSG;PR24_MIN_LIMITED_RNP_030;U;PRIMARY;LEVEL_2;--MINIMUM LIMITED TO RNP 0.30;++MINIMUM LIMITED TO RNP 0.30
N_24_61_020;U;2461W020;AL_24_61_020_04;STR_MSG;PR24_USE_CAPT_MFD_FCU_BKUP;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_020;U;2461W020;AL_24_61_020_05;STR_MSG;PR24_FO_BARO_REF_STD_ONLY;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_020;U;2461W020;AL_24_61_020_06;STR_MSG;PR24_FO_SIDESTICK_NOT_AVAIL;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_020;U;2461W020;AL_24_61_020_07;STR_MSG;PR24_JETTISON_ACTIVE_OFF;U;PRIMARY;LEVEL_2;  JETTISON ACTIVE ....................OFF;  JETTISON ACTIVE OFF
N_24_61_020;U;2461W020;AL_24_61_020_08;STR_MSG;PR24_JETTISON_ARM_OFF;U;PRIMARY;LEVEL_2;  JETTISON ARM .......................OFF;  JETTISON ARM OFF
N_24_61_020;U;2461W020;AL_24_61_020_09;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_020;U;2461W020;AL_24_61_020_10;STR_MSG;PR24_FUEL_LEAK_SUSPECTED;U;PRIMARY;LEVEL_2; ?  FUEL LEAK SUSPECTED ?; ?  FUEL LEAK SUSPECTED ?
N_24_61_020;U;2461W020;AL_24_61_020_11;STR_MSG;PRXX_2CMD_YES;U;PRIMARY;LEVEL_2;  --YES...     <empty box> NO...;  ++YES        <empty box> NO...
N_24_61_020;U;2461W020;AL_24_61_020_12;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_020;U;2461W020;AL_24_61_020_13;STR_MSG;PR24_3FUEL_LEAK_PROC_APPLY;U;PRIMARY;LEVEL_2;   --FUEL LEAK PROC ................APPLY;   ++FUEL LEAK PROC : APPLY
N_24_61_020;U;2461W020;AL_24_61_020_14;STR_MSG;PRXX_2CMD_NO;U;PRIMARY;LEVEL_2;  <empty box> YES...     <empty box> NO...;  <empty box> YES...     <check box> NO
N_24_61_020;U;2461W020;AL_24_61_020_15;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_020;U;2461W020;AL_24_61_020_16;STR_MSG;PR24_3CROSSFEED_A_ON;U;PRIMARY;LEVEL_2;     CROSSFEED A ......................ON;     CROSSFEED A ON
N_24_61_020;U;2461W020;AL_24_61_020_17;STR_MSG;PR24_3CROSSFEED_B_ON;U;PRIMARY;LEVEL_2;     CROSSFEED B ......................ON;     CROSSFEED B ON
N_24_61_020;U;2461W020;AL_24_61_020_18;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_020;U;2461W020;AL_24_61_020_19;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_020;U;2461W020;AL_24_61_020_20;STR_MSG;PR24_AS_CTR_TK_EMPTY;U;PRIMARY;LEVEL_2;            WHEN CTR TK EMPTY;             AS CTR TK EMPTY
N_24_61_020;U;2461W020;AL_24_61_020_21;STR_MSG;PR24_CROSSFEED_A_OFF;U;PRIMARY;LEVEL_2;  CROSSFEED A ........................OFF;  CROSSFEED A OFF
N_24_61_020;U;2461W020;AL_24_61_020_22;STR_MSG;PR24_CROSSFEED_B_OFF;U;PRIMARY;LEVEL_2;  CROSSFEED B ........................OFF;  CROSSFEED B OFF
N_24_61_020;U;2461W020;AL_24_61_020_23;STR_MSG;PRXX_IL_IFSENSED;U;PRIMARY;LEVEL_2; ;
N_24_61_020;U;2461W020;AL_24_61_020_24;STR_MSG;PR24_DISPLAY_CYCLE_OIS_ON_CTR;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_020;U;2461W020;AL_24_61_020_25;STR_MSG;PR24_DISPLAY_CYCLE_AS_RQRD;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_020;U;2461W020;AL_24_61_020_26;STR_MSG;PR24_EFB_LAPTOP_UNSTOW_CSDR;U;PRIMARY;LEVEL_2;--EFB LAPTOP UNSTOW .............CONSIDER;#NOM?
N_24_61_020;U;2461W020;AL_24_61_020_27;STR_MSG;PR24_SLATS_SLOW;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_020;U;2461H021;DA01_24_61_020;STR_ALERTE;FWDA_24_61_021;M;DA_ITEM;NO_SUBTYPE; ;
N_24_61_020;U;2461H021;DA01_24_61_020_01;STR_TITLE;TL24_ELEC_DC2_FAULT;U;DA_ITEM;NO_SUBTYPE;ELEC DC 2 BUS FAULT;
N_24_61_020;U;2461H021;DA01_24_61_020_02;STR_MSG;DA24_ELEC_BUSBAR;U;DA_ITEM;NO_SUBTYPE; > ELEC BUSBAR;
N_24_61_020;U;24612020;IN02_24_61_020;STR_ALERTE;FWIN_FO_SIDESTICK_NOT_AVAIL;U;INFO;NO_SUBTYPE; ;
N_24_61_020;U;24612020;IN02_24_61_020_01;STR_MSG;IN24_FO_SIDESTICK_NOT_AVAIL;U;INFO;NO_SUBTYPE;F/O SIDESTICK LOCKING DEVICE NOT AVAIL;
N_24_61_020;U;2461N020;IS01_24_61_020;STR_ALERTE;FWIS_CAB_FLT_SMK_DET;M;INOP_SYS;ALL_PHASE; ;
N_24_61_020;U;2461N020;IS01_24_61_020_01;STR_MSG;IS24_CAB_FLT_SMK_DET;U;INOP_SYS;ALL_PHASE;CAB+FLT REST SMK DET;
N_24_61_020;U;27806030;LM01_24_61_020;STR_ALERTE;FWLM_SLATS_SLOW;U;LIMITATION;APPR_AND_LDG; ;
N_24_61_020;U;27806030;LM01_24_61_020_01;STR_MSG;LM24_SLATS_SLOW;U;LIMITATION;APPR_AND_LDG;SLATS SLOW;
N_24_61_030;U;2461W030;AL_24_61_030;STR_ALERTE;FWAL_24_61_030;U;PRIMARY;LEVEL_2; ;
N_24_61_030;U;2461W030;AL_24_61_030_01;STR_TITLE;TL24_ELEC_DC1_PART_FAULT;U;PRIMARY;LEVEL_2;ELEC DC 1 PART BUS FAULT;
N_24_61_030;U;2461W030;AL_24_61_030_02;STR_MSG;PR24_RNP_AR_DOWNGRADED;U;PRIMARY;LEVEL_2;     RNP AR CAPABILITY DOWNGRADED;
N_24_61_030;U;2461W030;AL_24_61_030_03;STR_MSG;PR24_MIN_LIMITED_RNP_030;U;PRIMARY;LEVEL_2;--MINIMUM LIMITED TO RNP 0.30;++MINIMUM LIMITED TO RNP 0.30
N_24_61_030;U;2461W030;AL_24_61_030_04;STR_MSG;PR24_ATC_COM_VOICE_ONLY;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_030;U;2461W030;AL_24_61_030_05;STR_MSG;PR24_CPNY_COM_VOICE_ONLY;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_030;U;2461W030;AL_24_61_030_06;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_030;U;2461W030;AL_24_61_030_07;STR_MSG;PR24_FUEL_LEAK_SUSPECTED;U;PRIMARY;LEVEL_2; ?  FUEL LEAK SUSPECTED ?; ?  FUEL LEAK SUSPECTED ?
N_24_61_030;U;2461W030;AL_24_61_030_08;STR_MSG;PRXX_2CMD_YES;U;PRIMARY;LEVEL_2;  --YES...     <empty box> NO...;  ++YES        <empty box> NO...
N_24_61_030;U;2461W030;AL_24_61_030_09;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_030;U;2461W030;AL_24_61_030_10;STR_MSG;PR24_3FUEL_LEAK_PROC_APPLY;U;PRIMARY;LEVEL_2;   --FUEL LEAK PROC ................APPLY;   ++FUEL LEAK PROC : APPLY
N_24_61_030;U;2461W030;AL_24_61_030_11;STR_MSG;PRXX_2CMD_NO;U;PRIMARY;LEVEL_2;  <empty box> YES...     <empty box> NO...;  <empty box> YES...     <check box> NO
N_24_61_030;U;2461W030;AL_24_61_030_12;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_030;U;2461W030;AL_24_61_030_13;STR_MSG;PR24_3CROSSFEED_A_ON;U;PRIMARY;LEVEL_2;     CROSSFEED A ......................ON;     CROSSFEED A ON
N_24_61_030;U;2461W030;AL_24_61_030_14;STR_MSG;PR24_3CROSSFEED_B_ON;U;PRIMARY;LEVEL_2;     CROSSFEED B ......................ON;     CROSSFEED B ON
N_24_61_030;U;2461W030;AL_24_61_030_15;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_030;U;2461W030;AL_24_61_030_16;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
N_24_61_030;U;2461W030;AL_24_61_030_17;STR_MSG;PR24_AS_CTR_TK_EMPTY;U;PRIMARY;LEVEL_2;            WHEN CTR TK EMPTY;             AS CTR TK EMPTY
N_24_61_030;U;2461W030;AL_24_61_030_18;STR_MSG;PR24_CROSSFEED_A_OFF;U;PRIMARY;LEVEL_2;  CROSSFEED A ........................OFF;  CROSSFEED A OFF
N_24_61_030;U;2461W030;AL_24_61_030_19;STR_MSG;PR24_CROSSFEED_B_OFF;U;PRIMARY;LEVEL_2;  CROSSFEED B ........................OFF;  CROSSFEED B OFF
N_24_61_030;U;2461W030;AL_24_61_030_20;STR_MSG;PRXX_IL_IFSENSED;U;PRIMARY;LEVEL_2; ;
N_24_61_030;U;2461W030;AL_24_61_030_21;STR_MSG;PR24_DISPLAY_CYCLE_OIS_ON_CTR;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_030;U;2461W030;AL_24_61_030_22;STR_MSG;PR24_DISPLAY_CYCLE_AS_RQRD;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_030;U;2461W030;AL_24_61_030_23;STR_MSG;PR24_EFB_LAPTOP_UNSTOW_CSDR;U;PRIMARY;LEVEL_2;--EFB LAPTOP UNSTOW .............CONSIDER;#NOM?
N_24_61_030;U;2461W030;AL_24_61_030_24;STR_MSG;PR24_CKPT_DOOR_LOCK_NOT_AVAIL;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_030;U;2461W030;AL_24_61_030_25;STR_MSG;PR24_FLAPS_SLOW;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_030;U;2461H031;DA01_24_61_030;STR_ALERTE;FWDA_24_61_031;M;DA_ITEM;NO_SUBTYPE; ;
N_24_61_030;U;2461H031;DA01_24_61_030_01;STR_TITLE;TL24_ELEC_DC1_PART_FAULT;U;DA_ITEM;NO_SUBTYPE;ELEC DC 1 PART BUS FAULT;
N_24_61_030;U;2461H031;DA01_24_61_030_02;STR_MSG;DA24_ELEC_BUSBAR;U;DA_ITEM;NO_SUBTYPE; > ELEC BUSBAR;
N_24_61_030;U;27506031;LM01_24_61_030;STR_ALERTE;FWLM_FLAPS_SLOW;U;LIMITATION;APPR_AND_LDG; ;
N_24_61_030;U;27506031;LM01_24_61_030_01;STR_MSG;LM24_FLAPS_SLOW;U;LIMITATION;APPR_AND_LDG;FLAPS SLOW;
N_24_61_030;U;23216010;LM02_24_61_030;STR_ALERTE;FWLM_ATC_COM_VOICE_ONLY;U;LIMITATION;ALL_PHASE; ;
N_24_61_030;U;23216010;LM02_24_61_030_01;STR_MSG;LM24_ATC_COM_VOICE_ONLY;U;LIMITATION;ALL_PHASE;ATC COM VOICE ONLY;
N_24_61_030;U;23216011;LM03_24_61_030;STR_ALERTE;FWLM_CPNY_COM_VOICE_ONLY;U;LIMITATION;ALL_PHASE; ;
N_24_61_030;U;23216011;LM03_24_61_030_01;STR_MSG;LM24_CPNY_COM_VOICE_ONLY;U;LIMITATION;ALL_PHASE;CPNY COM VOICE ONLY;
N_24_61_040;U;2461W040;AL_24_61_040;STR_ALERTE;FWAL_24_61_040;U;PRIMARY;LEVEL_2; ;
N_24_61_040;U;2461W040;AL_24_61_040_01;STR_TITLE;TL24_ELEC_DC2_PART_FAULT;U;PRIMARY;LEVEL_2;ELEC DC 2 PART BUS FAULT;
N_24_61_040;U;2461W040;AL_24_61_040_02;STR_MSG;PR24_RNP_AR_DOWNGRADED;U;PRIMARY;LEVEL_2;     RNP AR CAPABILITY DOWNGRADED;
N_24_61_040;U;2461W040;AL_24_61_040_03;STR_MSG;PR24_MIN_LIMITED_RNP_030;U;PRIMARY;LEVEL_2;--MINIMUM LIMITED TO RNP 0.30;++MINIMUM LIMITED TO RNP 0.30
N_24_61_040;U;2461W040;AL_24_61_040_04;STR_MSG;PR24_USE_CAPT_MFD_FCU_BKUP;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_040;U;2461W040;AL_24_61_040_05;STR_MSG;PR24_FO_BARO_REF_STD_ONLY;U;PRIMARY;LEVEL_2;#NOM?;#NOM?
N_24_61_040;U;2461W040;AL_24_61_040_06;STR_MSG;PRXX_INTERLINE;U;PRIMARY;LEVEL_2; ;
